time;exp1_x;exp1_gir;exp2_x;exp2_gir;exp3_x;exp3_gir;exp4_x;exp4_gir;;
8.946;-0,56;0,57;-0,46;0,48;0,46;0,47;-0,55;0,58;;
8.949;-0,56;0,57;-0,45;0,48;0,46;0,47;-0,48;0,50;;
9.001;-0,46;0,46;-0,45;0,48;0,27;0,27;-0,48;0,50;;
9.017;-0,46;0,46;-0,32;0,35;0,27;0,27;-0,40;0,40;;
9.046;-0,46;0,46;-0,32;0,35;0,27;0,27;-0,40;0,40;;
9.088;-0,45;0,46;-0,08;0,11;0,03;0,06;-0,40;0,40;;
9.1;-0,45;0,46;-0,08;0,11;0,03;0,06;-0,27;0,27;;
9.146;-0,53;0,54;-0,08;0,11;-0,02;0,09;-0,27;0,27;;
9.158;-0,53;0,54;0,04;0,07;-0,02;0,09;-0,11;0,12;;
9.205;-0,32;0,33;0,04;0,07;-0,02;0,09;-0,11;0,12;;
9.228;-0,32;0,33;0,19;0,20;-0,21;0,25;-0,11;0,12;;
9.246;-0,32;0,33;0,19;0,20;-0,21;0,25;0,06;0,09;;
9.301;-0,17;0,19;0,19;0,20;-0,44;0,46;0,06;0,09;;
9.303;-0,17;0,19;0,41;0,42;-0,44;0,46;0,21;0,26;;
9.346;-0,16;0,18;0,41;0,42;-0,44;0,46;0,21;0,26;;
9.368;-0,16;0,18;0,48;0,49;-0,46;0,48;0,36;0,38;;
9.403;-0,16;0,18;0,48;0,49;-0,46;0,48;0,36;0,38;;
9.438;0,08;0,14;0,51;0,51;-0,50;0,52;0,36;0,38;;
9.446;0,08;0,14;0,51;0,51;-0,50;0,52;0,46;0,48;;
9.501;0,29;0,33;0,51;0,51;-0,63;0,65;0,46;0,48;;
9.518;0,29;0,33;0,59;0,60;-0,63;0,65;0,51;0,55;;
9.546;0,29;0,32;0,59;0,60;-0,63;0,65;0,51;0,55;;
9.578;0,29;0,32;0,55;0,57;-0,51;0,53;0,51;0,55;;
9.596;0,29;0,32;0,55;0,57;-0,51;0,53;0,53;0,56;;
9.646;0,38;0,40;0,55;0,57;-0,37;0,39;0,53;0,56;;
9.649;0,38;0,40;0,41;0,43;-0,37;0,39;0,49;0,50;;
9.701;0,54;0,57;0,41;0,43;-0,37;0,39;0,49;0,50;;
9.718;0,54;0,57;0,35;0,36;-0,32;0,35;0,41;0,42;;
9.746;0,54;0,57;0,35;0,36;-0,32;0,35;0,41;0,42;;
9.788;0,44;0,47;0,19;0,21;-0,15;0,17;0,41;0,42;;
9.803;0,44;0,47;0,19;0,21;-0,15;0,17;0,29;0,30;;
9.846;0,40;0,41;0,19;0,21;0,08;0,08;0,29;0,30;;
9.859;0,40;0,41;-0,03;0,09;0,08;0,08;0,14;0,15;;
9.901;0,40;0,41;-0,03;0,09;0,08;0,08;0,14;0,15;;
9.928;0,41;0,42;-0,15;0,16;0,19;0,19;0,14;0,15;;
9.946;0,41;0,42;-0,15;0,16;0,19;0,19;-0,02;0,10;;
10.001;0,18;0,20;-0,15;0,16;0,32;0,33;-0,02;0,10;;
10.003;0,18;0,20;-0,32;0,33;0,32;0,33;-0,17;0,19;;
10.046;0,04;0,05;-0,32;0,33;0,32;0,33;-0,17;0,19;;
10.068;0,04;0,05;-0,47;0,48;0,50;0,51;-0,32;0,35;;
10.105;0,04;0,05;-0,47;0,48;0,50;0,51;-0,32;0,35;;
10.139;0,02;0,09;-0,51;0,52;0,53;0,55;-0,32;0,35;;
10.146;0,02;0,09;-0,51;0,52;0,53;0,55;-0,44;0,48;;
10.202;-0,18;0,22;-0,51;0,52;0,50;0,53;-0,44;0,48;;
10.209;-0,18;0,22;-0,54;0,55;0,50;0,53;-0,51;0,54;;
10.246;-0,18;0,22;-0,54;0,55;0,50;0,53;-0,51;0,54;;
10.278;-0,38;0,41;-0,57;0,58;0,54;0,57;-0,51;0,54;;
10.296;-0,38;0,41;-0,57;0,58;0,54;0,57;-0,52;0,54;;
10.346;-0,36;0,41;-0,57;0,58;0,43;0,48;-0,52;0,54;;
10.348;-0,36;0,41;-0,49;0,50;0,43;0,48;-0,51;0,53;;
10.399;-0,45;0,49;-0,49;0,50;0,43;0,48;-0,51;0,53;;
10.417;-0,45;0,49;-0,32;0,33;0,27;0,33;-0,46;0,48;;
10.446;-0,45;0,49;-0,32;0,33;0,27;0,33;-0,46;0,48;;
10.487;-0,54;0,57;-0,22;0,22;0,17;0,22;-0,46;0,48;;
10.499;-0,54;0,57;-0,22;0,22;0,17;0,22;-0,33;0,33;;
10.546;-0,42;0,46;-0,22;0,22;0,01;0,13;-0,33;0,33;;
10.559;-0,42;0,46;-0,10;0,10;0,01;0,13;-0,20;0,20;;
10.609;-0,42;0,46;-0,10;0,10;0,01;0,13;-0,20;0,20;;
10.628;-0,35;0,40;0,14;0,14;-0,20;0,21;-0,20;0,20;;
10.646;-0,35;0,40;0,14;0,14;-0,20;0,21;-0,04;0,05;;
10.703;-0,33;0,36;0,14;0,14;-0,30;0,30;-0,04;0,05;;
10.714;-0,33;0,36;0,29;0,30;-0,30;0,30;0,12;0,14;;
10.746;-0,13;0,15;0,29;0,30;-0,30;0,30;0,12;0,14;;
10.768;-0,13;0,15;0,35;0,36;-0,40;0,40;0,27;0,31;;
10.805;-0,13;0,15;0,35;0,36;-0,40;0,40;0,27;0,31;;
10.838;0,03;0,05;0,52;0,53;-0,54;0,54;0,27;0,31;;
10.846;0,03;0,05;0,52;0,53;-0,54;0,54;0,37;0,40;;
10.908;0,10;0,10;0,52;0,53;-0,53;0,54;0,37;0,40;;
10.91;0,10;0,10;0,56;0,57;-0,53;0,54;0,47;0,49;;
10.946;0,10;0,10;0,56;0,57;-0,53;0,54;0,47;0,49;;
10.977;0,28;0,29;0,48;0,49;-0,46;0,48;0,47;0,49;;
10.996;0,28;0,29;0,48;0,49;-0,46;0,48;0,51;0,54;;
11.047;0,42;0,44;0,48;0,49;-0,47;0,49;0,51;0,54;;
11.049;0,42;0,44;0,49;0,50;-0,47;0,49;0,49;0,52;;
11.107;0,41;0,43;0,49;0,50;-0,47;0,49;0,49;0,52;;
11.118;0,41;0,43;0,41;0,41;-0,37;0,40;0,45;0,46;;
11.146;0,41;0,43;0,41;0,41;-0,37;0,40;0,45;0,46;;
11.188;0,46;0,49;0,41;0,41;-0,14;0,22;0,45;0,46;;
11.206;0,46;0,49;0,18;0,18;-0,14;0,22;0,37;0,38;;
11.246;0,49;0,54;0,18;0,18;-0,06;0,16;0,37;0,38;;
11.259;0,49;0,54;0,07;0,07;-0,06;0,16;0,22;0,23;;
11.305;0,49;0,54;0,07;0,07;-0,06;0,16;0,22;0,23;;
11.328;0,36;0,40;-0,06;0,07;0,08;0,14;0,22;0,23;;
11.346;0,36;0,40;-0,06;0,07;0,08;0,14;0,08;0,09;;
11.406;0,28;0,33;-0,06;0,07;0,32;0,34;0,08;0,09;;
11.414;0,28;0,33;-0,29;0,30;0,32;0,34;-0,06;0,10;;
11.446;0,20;0,27;-0,29;0,30;0,32;0,34;-0,06;0,10;;
11.467;0,20;0,27;-0,39;0,39;0,38;0,38;-0,22;0,24;;
11.499;0,20;0,27;-0,39;0,39;0,38;0,38;-0,22;0,24;;
11.537;0,01;0,12;-0,39;0,39;0,43;0,43;-0,22;0,24;;
11.546;0,01;0,12;-0,43;0,44;0,43;0,43;-0,36;0,39;;
11.596;-0,13;0,14;-0,43;0,44;0,56;0,56;-0,36;0,39;;
11.614;-0,13;0,14;-0,54;0,55;0,56;0,56;-0,44;0,48;;
11.703;-0,13;0,14;-0,54;0,55;0,56;0,56;-0,44;0,48;;
11.704;-0,22;0,23;-0,56;0,56;0,51;0,51;-0,44;0,48;;
11.705;-0,22;0,23;-0,56;0,56;0,51;0,51;-0,50;0,53;;
11.746;-0,38;0,38;-0,56;0,56;0,40;0,41;-0,50;0,53;;
11.748;-0,38;0,38;-0,46;0,47;0,40;0,41;-0,51;0,53;;
11.796;-0,38;0,38;-0,46;0,47;0,40;0,41;-0,51;0,53;;
11.818;-0,45;0,46;-0,40;0,41;0,39;0,41;-0,46;0,48;;
11.846;-0,45;0,46;-0,40;0,41;0,39;0,41;-0,46;0,48;;
11.888;-0,42;0,44;-0,40;0,41;0,24;0,26;-0,46;0,48;;
11.896;-0,42;0,44;-0,27;0,27;0,24;0,26;-0,39;0,41;;
11.946;-0,46;0,48;-0,27;0,27;0,02;0,10;-0,39;0,41;;
11.958;-0,46;0,48;-0,10;0,11;0,02;0,10;-0,27;0,28;;
11.996;-0,46;0,48;-0,10;0,11;0,02;0,10;-0,27;0,28;;
12.028;-0,43;0,45;0,06;0,07;-0,06;0,11;-0,27;0,28;;
12.046;-0,43;0,45;0,06;0,07;-0,06;0,11;-0,12;0,12;;
12.096;-0,27;0,31;0,06;0,07;-0,20;0,21;-0,12;0,12;;
12.098;-0,27;0,31;0,21;0,21;-0,20;0,21;0,02;0,03;;
12.146;-0,27;0,31;0,21;0,21;-0,20;0,21;0,02;0,03;;
12.168;-0,18;0,23;0,35;0,36;-0,41;0,41;0,20;0,22;;
12.196;-0,18;0,23;0,35;0,36;-0,41;0,41;0,20;0,22;;
12.238;-0,09;0,14;0,35;0,36;-0,45;0,45;0,20;0,22;;
12.246;-0,09;0,14;0,43;0,44;-0,45;0,45;0,31;0,34;;
12.296;0,11;0,14;0,43;0,44;-0,46;0,46;0,31;0,34;;
12.32;0,11;0,14;0,50;0,51;-0,46;0,46;0,41;0,43;;
12.346;0,11;0,14;0,50;0,51;-0,46;0,46;0,41;0,43;;
12.378;0,24;0,25;0,50;0,51;-0,55;0,55;0,41;0,43;;
12.396;0,24;0,25;0,52;0,53;-0,55;0,55;0,48;0,50;;
12.446;0,30;0,31;0,52;0,53;-0,47;0,48;0,48;0,50;;
12.45;0,30;0,31;0,46;0,47;-0,47;0,48;0,49;0,52;;
12.496;0,30;0,31;0,46;0,47;-0,47;0,48;0,49;0,52;;
12.523;0,43;0,44;0,39;0,39;-0,34;0,35;0,46;0,49;;
12.546;0,43;0,44;0,39;0,39;-0,34;0,35;0,46;0,49;;
12.588;0,47;0,47;0,39;0,39;-0,28;0,29;0,46;0,49;;
12.596;0,47;0,47;0,27;0,27;-0,28;0,29;0,39;0,40;;
12.646;0,41;0,41;0,27;0,27;-0,14;0,17;0,39;0,40;;
12.66;0,41;0,41;0,11;0,12;-0,14;0,17;0,29;0,30;;
12.696;0,41;0,41;0,11;0,12;-0,14;0,17;0,29;0,30;;
12.727;0,40;0,41;0,11;0,12;0,08;0,11;0,29;0,30;;
12.746;0,40;0,41;-0,04;0,06;0,08;0,11;0,15;0,16;;
12.796;0,35;0,36;-0,04;0,06;0,18;0,19;0,15;0,16;;
12.798;0,35;0,36;-0,18;0,20;0,18;0,19;0,00;0,03;;
12.846;0,35;0,36;-0,18;0,20;0,18;0,19;0,00;0,03;;
12.868;0,18;0,19;-0,33;0,34;0,29;0,29;-0,13;0,16;;
12.896;0,18;0,19;-0,33;0,34;0,29;0,29;-0,13;0,16;;
12.94;0,07;0,09;-0,33;0,34;0,46;0,46;-0,13;0,16;;
12.946;0,07;0,09;-0,44;0,45;0,46;0,46;-0,28;0,30;;
12.996;-0,02;0,05;-0,44;0,45;0,48;0,48;-0,28;0,30;;
13.01;-0,02;0,05;-0,49;0,50;0,48;0,48;-0,39;0,41;;
13.046;-0,02;0,05;-0,49;0,50;0,48;0,48;-0,39;0,41;;
13.077;-0,21;0,21;-0,49;0,50;0,46;0,46;-0,39;0,41;;
13.096;-0,21;0,21;-0,51;0,52;0,46;0,46;-0,45;0,48;;
13.146;-0,32;0,33;-0,51;0,52;0,49;0,50;-0,45;0,48;;
13.15;-0,32;0,33;-0,49;0,49;0,49;0,50;-0,48;0,50;;
13.196;-0,32;0,33;-0,49;0,49;0,49;0,50;-0,48;0,50;;
13.217;-0,36;0,36;-0,41;0,42;0,40;0,41;-0,47;0,49;;
13.246;-0,36;0,36;-0,41;0,42;0,40;0,41;-0,47;0,49;;
13.288;-0,45;0,45;-0,41;0,42;0,27;0,29;-0,47;0,49;;
13.296;-0,45;0,45;-0,29;0,30;0,27;0,29;-0,42;0,43;;
13.346;-0,47;0,48;-0,29;0,30;0,27;0,29;-0,42;0,43;;
13.36;-0,47;0,48;-0,17;0,17;0,16;0,18;-0,32;0,33;;
13.396;-0,47;0,48;-0,17;0,17;0,16;0,18;-0,32;0,33;;
13.438;-0,39;0,40;-0,17;0,17;0,01;0,07;-0,32;0,33;;
13.446;-0,39;0,40;0,01;0,02;0,01;0,07;-0,20;0,20;;
13.496;-0,35;0,35;0,01;0,02;-0,18;0,19;-0,20;0,20;;
13.5;-0,35;0,35;0,18;0,18;-0,18;0,19;-0,06;0,07;;
13.546;-0,35;0,35;0,18;0,18;-0,18;0,19;-0,06;0,07;;
13.568;-0,27;0,28;0,18;0,18;-0,28;0,28;0,10;0,12;;
13.596;-0,27;0,28;0,30;0,30;-0,28;0,28;0,10;0,12;;
13.643;-0,10;0,11;0,30;0,30;-0,38;0,38;0,10;0,12;;
13.646;-0,10;0,11;0,40;0,41;-0,38;0,38;0,24;0,26;;
13.696;0,01;0,04;0,40;0,41;-0,38;0,38;0,24;0,26;;
13.709;0,01;0,04;0,48;0,49;-0,50;0,50;0,34;0,37;;
13.751;0,01;0,04;0,48;0,49;-0,50;0,50;0,34;0,37;;
13.778;0,12;0,13;0,48;0,49;-0,48;0,48;0,34;0,37;;
13.796;0,12;0,13;0,49;0,50;-0,48;0,48;0,44;0,47;;
13.847;0,28;0,28;0,49;0,50;-0,45;0,46;0,44;0,47;;
13.851;0,28;0,28;0,47;0,48;-0,45;0,46;0,47;0,49;;
13.896;0,28;0,28;0,47;0,48;-0,45;0,46;0,47;0,49;;
13.918;0,37;0,38;0,47;0,48;-0,44;0,45;0,45;0,47;;
13.946;0,37;0,38;0,41;0,42;-0,44;0,45;0,45;0,47;;
13.988;0,39;0,40;0,41;0,42;-0,28;0,30;0,45;0,47;;
13.996;0,39;0,40;0,30;0,30;-0,28;0,30;0,42;0,44;;
14.046;0,39;0,40;0,30;0,30;-0,28;0,30;0,42;0,44;;
14.058;0,45;0,46;0,16;0,16;-0,14;0,17;0,34;0,35;;
14.096;0,45;0,46;0,16;0,16;-0,14;0,17;0,34;0,35;;
14.139;0,41;0,42;0,16;0,16;-0,06;0,11;0,34;0,35;;
14.146;0,41;0,42;0,02;0,03;-0,06;0,11;0,21;0,21;;
14.196;0,32;0,33;0,02;0,03;0,11;0,13;0,21;0,21;;
14.2;0,32;0,33;-0,13;0,13;0,11;0,13;0,06;0,07;;
14.246;0,32;0,33;-0,13;0,13;0,11;0,13;0,06;0,07;;
14.267;0,26;0,27;-0,13;0,13;0,28;0,28;-0,06;0,09;;
14.296;0,26;0,27;-0,28;0,29;0,28;0,28;-0,06;0,09;;
14.339;0,13;0,14;-0,28;0,29;0,35;0,35;-0,06;0,09;;
14.347;0,13;0,14;-0,38;0,39;0,35;0,35;-0,21;0,25;;
14.396;0,13;0,14;-0,38;0,39;0,35;0,35;-0,21;0,25;;
14.411;-0,03;0,09;-0,45;0,46;0,44;0,44;-0,33;0,36;;
14.453;-0,03;0,09;-0,45;0,46;0,44;0,44;-0,33;0,36;;
14.478;-0,12;0,14;-0,45;0,46;0,50;0,50;-0,33;0,36;;
14.496;-0,12;0,14;-0,49;0,50;0,50;0,50;-0,41;0,44;;
14.547;-0,24;0,26;-0,49;0,50;0,50;0,50;-0,41;0,44;;
14.597;-0,24;0,26;-0,47;0,48;0,44;0,45;-0,47;0,50;;
14.598;-0,24;0,26;-0,47;0,48;0,44;0,45;-0,47;0,50;;
14.618;-0,37;0,39;-0,47;0,48;0,39;0,40;-0,47;0,50;;
14.646;-0,37;0,39;-0,40;0,41;0,39;0,40;-0,47;0,50;;
14.689;-0,40;0,41;-0,40;0,41;0,34;0,36;-0,47;0,50;;
14.696;-0,40;0,41;-0,33;0,33;0,34;0,36;-0,43;0,45;;
14.746;-0,40;0,41;-0,33;0,33;0,34;0,36;-0,43;0,45;;
14.759;-0,41;0,42;-0,21;0,22;0,17;0,19;-0,37;0,38;;
14.796;-0,41;0,42;-0,21;0,22;0,17;0,19;-0,37;0,38;;
14.837;-0,44;0,45;-0,21;0,22;0,02;0,08;-0,37;0,38;;
14.846;-0,44;0,45;-0,04;0,05;0,02;0,08;-0,25;0,25;;
14.896;-0,37;0,38;-0,04;0,05;0,02;0,08;-0,25;0,25;;
14.899;-0,37;0,38;0,08;0,09;-0,07;0,09;-0,10;0,10;;
14.946;-0,37;0,38;0,08;0,09;-0,07;0,09;-0,10;0,10;;
14.968;-0,26;0,26;0,08;0,09;-0,24;0,24;-0,10;0,10;;
14.996;-0,26;0,26;0,21;0,22;-0,24;0,24;0,04;0,08;;
15.042;-0,18;0,19;0,21;0,22;-0,38;0,38;0,04;0,08;;
15.046;-0,18;0,19;0,36;0,37;-0,38;0,38;0,19;0,21;;
15.096;-0,18;0,19;0,36;0,37;-0,38;0,38;0,19;0,21;;
15.108;-0,05;0,08;0,43;0,44;-0,41;0,41;0,30;0,32;;
15.159;-0,05;0,08;0,43;0,44;-0,41;0,41;0,30;0,32;;
15.178;0,11;0,14;0,43;0,44;-0,46;0,46;0,30;0,32;;
15.196;0,11;0,14;0,45;0,46;-0,46;0,46;0,39;0,42;;
15.246;0,21;0,24;0,45;0,46;-0,46;0,46;0,39;0,42;;
15.249;0,21;0,24;0,48;0,49;-0,49;0,50;0,45;0,48;;
15.296;0,21;0,24;0,48;0,49;-0,49;0,50;0,45;0,48;;
15.318;0,30;0,32;0,48;0,49;-0,41;0,42;0,45;0,48;;
15.359;0,30;0,32;0,43;0,44;-0,41;0,42;0,46;0,49;;
15.388;0,40;0,42;0,43;0,44;-0,32;0,33;0,46;0,49;;
15.396;0,40;0,42;0,32;0,34;-0,32;0,33;0,42;0,44;;
15.446;0,40;0,42;0,32;0,34;-0,32;0,33;0,42;0,44;;
15.458;0,41;0,44;0,24;0,25;-0,24;0,26;0,36;0,38;;
15.496;0,41;0,44;0,24;0,25;-0,24;0,26;0,36;0,38;;
15.533;0,39;0,41;0,24;0,25;-0,08;0,11;0,36;0,38;;
15.547;0,39;0,41;0,09;0,11;-0,08;0,11;0,26;0,27;;
15.596;0,38;0,39;0,09;0,11;-0,08;0,11;0,26;0,27;;
15.599;0,38;0,39;-0,08;0,10;0,08;0,10;0,12;0,12;;
15.646;0,38;0,39;-0,08;0,10;0,08;0,10;0,12;0,12;;
15.667;0,29;0,30;-0,08;0,10;0,18;0,18;0,12;0,12;;
15.696;0,29;0,30;-0,19;0,19;0,18;0,18;-0,01;0,05;;
15.741;0,16;0,17;-0,19;0,19;0,31;0,31;-0,01;0,05;;
15.746;0,16;0,17;-0,31;0,32;0,31;0,31;-0,14;0,16;;
15.796;0,16;0,17;-0,31;0,32;0,31;0,31;-0,14;0,16;;
15.809;0,07;0,08;-0,43;0,44;0,42;0,42;-0,28;0,31;;
15.859;0,07;0,08;-0,43;0,44;0,42;0,42;-0,28;0,31;;
15.878;-0,05;0,08;-0,43;0,44;0,44;0,44;-0,28;0,31;;
15.896;-0,05;0,08;-0,45;0,45;0,44;0,44;-0,37;0,40;;
15.951;-0,20;0,22;-0,45;0,45;0,44;0,44;-0,37;0,40;;
15.953;-0,20;0,22;-0,45;0,46;0,45;0,46;-0,43;0,45;;
15.996;-0,20;0,22;-0,45;0,46;0,45;0,46;-0,43;0,45;;
16.018;-0,29;0,31;-0,45;0,46;0,44;0,45;-0,43;0,45;;
16.049;-0,29;0,31;-0,46;0,47;0,44;0,45;-0,45;0,47;;
16.088;-0,35;0,38;-0,46;0,47;0,34;0,35;-0,45;0,47;;
16.096;-0,35;0,38;-0,37;0,38;0,34;0,35;-0,44;0,46;;
16.159;-0,35;0,38;-0,37;0,38;0,34;0,35;-0,44;0,46;;
16.162;-0,42;0,44;-0,23;0,24;0,23;0,25;-0,38;0,39;;
16.196;-0,42;0,44;-0,23;0,24;0,23;0,25;-0,38;0,39;;
16.227;-0,41;0,43;-0,23;0,24;0,12;0,15;-0,38;0,39;;
16.252;-0,41;0,43;-0,14;0,16;0,12;0,15;-0,29;0,29;;
16.296;-0,37;0,39;-0,14;0,16;0,12;0,15;-0,29;0,29;;
16.299;-0,37;0,39;0,00;0,09;-0,04;0,07;-0,16;0,16;;
16.352;-0,37;0,39;0,00;0,09;-0,04;0,07;-0,16;0,16;;
16.368;-0,32;0,34;0,00;0,09;-0,17;0,17;-0,16;0,16;;
16.396;-0,32;0,34;0,18;0,21;-0,17;0,17;-0,03;0,04;;
16.438;-0,22;0,23;0,18;0,21;-0,27;0,27;-0,03;0,04;;
16.461;-0,22;0,23;0,27;0,29;-0,27;0,27;0,11;0,13;;
16.496;-0,22;0,23;0,27;0,29;-0,27;0,27;0,11;0,13;;
16.508;-0,09;0,09;0,36;0,37;-0,39;0,39;0,24;0,27;;
16.554;-0,09;0,09;0,36;0,37;-0,39;0,39;0,24;0,27;;
16.578;0,02;0,02;0,36;0,37;-0,45;0,45;0,24;0,27;;
16.596;0,02;0,02;0,45;0,46;-0,45;0,45;0,33;0,35;;
16.65;0,14;0,15;0,45;0,46;-0,45;0,45;0,33;0,35;;
16.652;0,14;0,15;0,45;0,47;-0,44;0,45;0,41;0,43;;
16.696;0,14;0,15;0,45;0,47;-0,44;0,45;0,41;0,43;;
16.717;0,27;0,28;0,45;0,47;-0,43;0,44;0,41;0,43;;
16.754;0,27;0,28;0,41;0,42;-0,43;0,44;0,44;0,46;;
16.787;0,34;0,36;0,41;0,42;-0,38;0,39;0,44;0,46;;
16.795;0,34;0,36;0,38;0,39;-0,38;0,39;0,43;0,44;;
16.849;0,34;0,36;0,38;0,39;-0,38;0,39;0,43;0,44;;
16.861;0,38;0,40;0,38;0,39;-0,26;0,28;0,37;0,38;;
16.896;0,38;0,40;0,26;0,27;-0,26;0,28;0,37;0,38;;
16.927;0,41;0,43;0,26;0,27;-0,15;0,17;0,37;0,38;;
16.946;0,41;0,43;0,11;0,12;-0,15;0,17;0,30;0,30;;
16.996;0,37;0,39;0,11;0,12;-0,15;0,17;0,30;0,30;;
17.0;0,37;0,39;0,01;0,08;-0,03;0,08;0,19;0,19;;
17.052;0,37;0,39;0,01;0,08;-0,03;0,08;0,19;0,19;;
17.068;0,30;0,31;0,01;0,08;0,14;0,15;0,05;0,08;;
17.096;0,30;0,31;-0,14;0,17;0,14;0,15;0,05;0,08;;
17.138;0,25;0,26;-0,14;0,17;0,25;0,25;0,05;0,08;;
17.156;0,25;0,26;-0,29;0,31;0,25;0,25;-0,07;0,11;;
17.196;0,25;0,26;-0,29;0,31;0,25;0,25;-0,07;0,11;;
17.208;0,12;0,13;-0,29;0,31;0,33;0,33;-0,20;0,22;;
17.255;0,12;0,13;-0,36;0,38;0,33;0,33;-0,20;0,22;;
17.278;0,12;0,12;-0,36;0,38;0,43;0,43;-0,20;0,22;;
17.296;0,12;0,12;-0,41;0,43;0,43;0,43;-0,32;0,35;;
17.355;-0,10;0,11;-0,41;0,43;0,43;0,43;-0,32;0,35;;
17.362;-0,10;0,11;-0,47;0,48;0,45;0,45;-0,39;0,42;;
17.396;-0,10;0,11;-0,47;0,48;0,45;0,45;-0,39;0,42;;
17.418;-0,21;0,22;-0,47;0,48;0,41;0,42;-0,43;0,44;;
17.459;-0,21;0,22;-0,44;0,45;0,41;0,42;-0,43;0,44;;
17.53;-0,33;0,34;-0,44;0,45;0,37;0,38;-0,43;0,44;;
17.53;-0,33;0,34;-0,37;0,38;0,37;0,38;-0,43;0,44;;
17.546;-0,33;0,34;-0,37;0,38;0,37;0,38;-0,43;0,44;;
17.566;-0,37;0,38;-0,37;0,38;0,30;0,31;-0,40;0,41;;
17.596;-0,37;0,38;-0,30;0,30;0,30;0,31;-0,40;0,41;;
17.628;-0,38;0,39;-0,30;0,30;0,16;0,18;-0,40;0,41;;
17.645;-0,38;0,39;-0,19;0,19;0,16;0,18;-0,32;0,32;;
17.696;-0,41;0,42;-0,19;0,19;0,16;0,18;-0,32;0,32;;
17.699;-0,41;0,42;-0,04;0,05;0,03;0,09;-0,22;0,22;;
17.756;-0,41;0,42;-0,04;0,05;0,03;0,09;-0,22;0,22;;
17.768;-0,35;0,36;-0,04;0,05;-0,08;0,11;-0,10;0,11;;
