time;exp1_acel;exp1_gir;exp2_acel;exp2_gir;exp3_acel;exp3_gir;exp4_acel;exp4_gir;exp5_acel;exp5_gir;exp6_acel;exp6_gir;;
13.599;1,00;1,26;1,18;2,55;0,99;0,76;0,98;2,79;1,06;0,02;0,93;0,01;;
13.641;1,00;1,23;1,16;2,55;0,98;0,76;1,03;2,79;1,05;0,02;0,93;0,01;;
13.649;0,98;1,23;1,16;2,47;0,98;0,68;1,03;2,89;1,05;0,02;0,93;0,01;;
13.699;0,98;1,23;1,14;2,47;0,99;0,68;1,05;2,89;1,06;0,02;0,93;0,00;;
13.711;0,98;1,13;1,14;2,38;0,99;0,68;1,11;2,89;1,06;0,02;0,94;0,00;;
13.749;0,98;1,13;1,13;2,38;0,99;0,58;1,11;2,96;1,06;0,01;0,94;0,00;;
13.799;0,98;1,02;1,11;2,38;0,98;0,58;1,16;2,96;1,05;0,01;0,93;0,00;;
13.801;0,98;1,02;1,11;2,27;0,98;0,51;1,16;3,02;1,05;0,00;0,94;0,00;;
13.849;0,98;0,93;1,10;2,27;0,98;0,51;1,18;3,02;1,05;0,00;0,94;0,01;;
13.852;0,97;0,93;1,10;2,14;0,98;0,44;1,18;3,07;1,05;0,01;0,92;0,01;;
13.899;0,98;0,93;1,09;2,14;0,98;0,44;1,22;3,07;1,06;0,01;0,92;0,01;;
13.921;0,98;0,83;1,08;2,14;0,97;0,44;1,22;3,07;1,05;0,01;0,93;0,01;;
13.949;0,97;0,83;1,08;2,00;0,97;0,37;1,22;3,07;1,05;0,00;0,93;0,01;;
14.002;0,97;0,76;1,06;2,00;0,97;0,37;1,23;3,07;1,06;0,00;0,93;0,01;;
14.003;0,97;0,76;1,06;1,85;0,97;0,31;1,23;3,05;1,06;0,01;0,94;0,01;;
14.049;0,97;0,76;1,05;1,85;0,97;0,31;1,24;3,05;1,06;0,01;0,94;0,01;;
14.064;0,97;0,70;1,05;1,71;0,97;0,31;1,23;3,05;1,06;0,01;0,92;0,01;;
14.11;0,98;0,70;1,04;1,71;0,97;0,24;1,23;3,00;1,06;0,01;0,92;0,00;;
14.133;0,98;0,63;1,04;1,71;0,97;0,24;1,22;3,00;1,05;0,01;0,93;0,00;;
14.149;0,96;0,63;1,04;1,55;0,97;0,18;1,22;2,94;1,05;0,01;0,93;0,00;;
14.199;0,96;0,57;1,04;1,55;0,97;0,18;1,20;2,94;1,05;0,01;0,93;0,00;;
14.204;0,97;0,57;1,04;1,39;0,97;0,12;1,20;2,85;1,05;0,03;0,92;0,00;;
14.249;0,96;0,57;1,02;1,39;0,98;0,12;1,17;2,85;1,06;0,03;0,92;0,00;;
14.271;0,96;0,51;1,03;1,39;0,97;0,12;1,16;2,85;1,06;0,03;0,93;0,00;;
14.299;0,97;0,51;1,03;1,23;0,97;0,07;1,16;2,73;1,06;0,03;0,94;0,00;;
14.341;0,97;0,46;1,03;1,23;0,98;0,07;1,12;2,73;1,07;0,03;0,94;0,00;;
14.349;0,95;0,46;1,03;1,07;0,98;0,01;1,12;2,60;1,07;0,04;0,92;0,00;;
14.401;0,96;0,46;1,03;1,07;0,97;0,01;1,11;2,60;1,07;0,04;0,92;0,00;;
14.411;0,96;0,41;1,03;0,91;0,97;0,01;1,08;2,60;1,07;0,13;0,93;0,00;;
14.449;0,96;0,41;1,03;0,91;0,97;0,03;1,08;2,46;1,07;0,13;0,93;0,01;;
14.496;0,96;0,36;1,03;0,91;0,97;0,03;1,07;2,46;1,06;0,13;0,93;0,01;;
14.504;0,96;0,36;1,03;0,73;0,97;0,05;1,07;2,32;1,06;0,22;0,93;0,01;;
14.549;0,96;0,32;1,03;0,73;0,98;0,05;1,05;2,32;1,07;0,22;0,93;0,00;;
14.606;0,95;0,32;1,03;0,57;0,97;0,05;1,05;2,16;1,07;0,27;0,94;0,00;;
14.607;0,95;0,32;1,03;0,57;0,97;0,06;1,04;2,16;1,06;0,27;0,94;0,00;;
14.626;0,95;0,27;1,02;0,57;0,97;0,06;1,02;2,16;1,05;0,27;0,93;0,00;;
14.659;0,96;0,27;1,02;0,43;0,97;0,05;1,02;2,02;1,05;0,31;0,92;0,00;;
14.693;0,96;0,24;1,03;0,43;0,97;0,05;1,01;2,02;1,07;0,31;0,92;0,00;;
14.699;0,95;0,24;1,03;0,27;0,97;0,05;1,01;1,87;1,07;0,37;0,93;0,00;;
14.749;0,94;0,24;1,03;0,27;0,98;0,05;1,01;1,87;1,06;0,37;0,93;0,00;;
14.761;0,94;0,21;1,03;0,27;0,98;0,05;1,00;1,87;1,06;0,45;0,93;0,00;;
14.799;0,95;0,21;1,03;0,12;0,98;0,01;1,00;1,73;1,06;0,45;0,93;0,01;;
14.831;0,95;0,17;1,04;0,12;1,05;0,01;1,00;1,73;1,04;0,45;0,94;0,01;;
14.849;0,95;0,17;1,04;0,02;1,05;0,47;1,00;1,57;1,04;0,52;0,93;0,01;;
14.899;0,95;0,11;1,03;0,02;0,97;0,47;1,00;1,57;1,04;0,52;0,93;0,01;;
14.902;0,95;0,11;1,05;0,02;0,92;0,47;1,00;1,43;1,04;0,58;0,94;0,01;;
14.949;0,94;0,11;1,05;0,16;0,92;1,18;1,00;1,43;1,03;0,58;0,94;0,01;;
14.971;0,94;0,07;1,05;0,16;0,96;1,18;0,99;1,43;1,04;0,58;0,93;0,01;;
15.005;0,94;0,07;1,05;0,26;0,96;1,23;0,99;1,28;1,04;0,65;0,93;0,01;;
15.041;0,94;0,02;1,07;0,26;0,93;1,23;1,00;1,28;1,02;0,65;0,93;0,00;;
15.049;0,94;0,02;1,07;0,27;0,93;1,20;1,00;1,15;1,02;0,69;0,93;0,00;;
15.099;0,94;0,02;1,10;0,27;0,91;1,20;1,00;1,15;1,02;0,69;0,93;0,01;;
15.111;0,94;0,04;1,14;0,27;0,91;1,20;1,00;1,15;1,02;0,72;0,93;0,01;;
15.149;0,94;0,04;1,14;0,14;0,91;1,18;1,00;1,01;1,01;0,72;0,93;0,01;;
15.199;0,94;0,04;1,16;0,14;0,90;1,18;1,00;1,01;1,00;0,72;0,93;0,01;;
15.201;0,94;0,04;1,16;0,11;0,90;1,17;1,00;0,90;1,00;0,75;0,93;0,01;;
15.249;0,94;0,03;1,13;0,11;0,89;1,17;0,99;0,90;1,00;0,75;0,93;0,01;;
15.252;0,94;0,03;1,11;0,11;0,88;1,17;0,99;0,78;1,00;0,74;0,93;0,01;;
15.299;0,94;0,03;1,11;0,26;0,88;1,16;1,00;0,78;0,98;0,74;0,93;0,00;;
15.321;0,94;0,01;1,10;0,26;0,88;1,16;1,00;0,78;0,99;0,74;0,93;0,00;;
15.349;0,95;0,01;1,10;0,35;0,88;1,16;1,00;0,66;0,99;0,74;0,93;0,00;;
15.4;0,95;0,04;1,08;0,35;0,87;1,16;1,00;0,66;0,99;0,74;0,93;0,01;;
15.406;0,95;0,04;1,08;0,38;0,87;1,18;1,00;0,56;0,99;0,75;0,93;0,01;;
15.449;0,95;0,04;1,08;0,38;0,86;1,18;0,99;0,56;0,98;0,75;0,93;0,00;;
15.461;0,95;0,03;1,08;0,38;0,86;1,18;1,01;0,56;0,98;0,73;0,94;0,00;;
15.499;0,94;0,03;1,08;0,39;0,86;1,21;1,01;0,45;0,96;0,73;0,94;0,00;;
15.531;0,94;0,01;1,06;0,39;0,86;1,21;1,00;0,45;0,97;0,73;0,94;0,00;;
15.549;0,94;0,01;1,06;0,35;0,86;1,24;1,00;0,36;0,97;0,66;0,94;0,00;;
15.6;0,94;0,02;1,05;0,35;0,84;1,24;0,99;0,36;0,96;0,66;0,94;0,00;;
15.607;0,94;0,02;1,07;0,35;0,83;1,24;0,99;0,27;0,96;0,56;0,93;0,00;;
15.649;0,95;0,02;1,07;0,30;0,83;1,28;1,00;0,27;0,96;0,56;0,93;0,00;;
15.671;0,95;0,04;1,09;0,30;0,83;1,28;1,00;0,27;0,96;0,56;0,93;0,00;;
15.717;0,94;0,04;1,09;0,34;0,83;1,33;1,00;0,18;0,96;0,43;0,92;0,00;;
15.741;0,94;0,03;1,11;0,34;0,83;1,33;1,00;0,18;0,97;0,43;0,92;0,01;;
15.749;0,94;0,03;1,11;0,53;0,83;1,40;1,00;0,08;0,97;0,29;0,94;0,01;;
15.799;0,94;0,03;1,11;0,53;0,83;1,40;1,00;0,08;0,97;0,29;0,94;0,01;;
15.811;0,94;0,01;1,09;0,53;0,82;1,40;1,00;0,08;0,97;0,16;0,92;0,01;;
15.849;0,94;0,01;1,09;0,73;0,82;1,46;1,00;0,01;0,97;0,16;0,93;0,01;;
15.891;0,94;0,00;1,08;0,73;0,82;1,46;1,00;0,01;0,97;0,16;0,93;0,01;;
15.902;0,94;0,00;1,08;0,84;0,82;1,54;1,00;0,08;0,97;0,08;0,93;0,01;;
15.95;0,94;0,01;1,05;0,84;0,82;1,54;1,01;0,08;0,97;0,08;0,93;0,01;;
15.952;0,94;0,01;1,02;0,84;0,82;1,54;1,01;0,13;0,97;0,01;0,94;0,01;;
16.001;0,94;0,01;1,02;0,83;0,82;1,62;1,01;0,13;0,97;0,01;0,94;0,00;;
16.021;0,94;0,01;1,03;0,83;0,82;1,62;1,01;0,13;0,97;0,01;0,92;0,00;;
16.049;0,95;0,01;1,03;0,78;0,82;1,71;1,01;0,16;0,97;0,05;0,94;0,00;;
16.092;0,95;0,00;1,02;0,78;0,83;1,71;1,00;0,16;0,96;0,05;0,94;0,00;;
16.105;0,94;0,00;1,02;0,75;0,83;1,81;1,00;0,19;0,96;0,05;0,93;0,00;;
16.149;0,94;0,00;1,03;0,75;0,84;1,81;1,01;0,19;0,96;0,05;0,93;0,01;;
16.161;0,94;0,00;1,02;0,75;0,87;1,81;1,01;0,19;0,96;0,03;0,93;0,01;;
16.199;0,95;0,00;1,02;0,74;0,87;1,91;1,01;0,21;0,96;0,03;0,93;0,01;;
16.231;0,95;0,01;1,02;0,74;0,88;1,91;1,00;0,21;0,96;0,03;0,93;0,00;;
16.249;0,94;0,01;1,02;0,73;0,88;2,01;1,00;0,24;0,96;0,00;0,93;0,00;;
16.3;0,94;0,00;1,01;0,73;0,90;2,01;1,00;0,24;0,96;0,00;0,93;0,01;;
16.304;0,94;0,00;1,00;0,73;0,92;2,01;1,00;0,27;0,96;0,03;0,95;0,01;;
16.349;0,95;0,00;1,00;0,72;0,92;2,11;1,01;0,27;0,96;0,03;0,95;0,01;;
16.371;0,95;0,00;1,00;0,72;0,95;2,11;1,02;0,27;0,97;0,03;0,92;0,01;;
16.413;0,94;0,00;1,00;0,70;0,95;2,19;1,02;0,31;0,97;0,04;0,95;0,01;;
16.441;0,94;0,01;1,00;0,70;0,97;2,19;1,02;0,31;0,96;0,04;0,95;0,00;;
16.449;0,95;0,01;1,00;0,68;0,97;2,28;1,02;0,28;0,96;0,03;0,93;0,00;;
16.499;0,94;0,01;1,00;0,68;1,01;2,28;1,02;0,28;0,97;0,03;0,93;0,01;;
16.511;0,94;0,02;0,99;0,68;1,05;2,28;1,03;0,28;0,97;0,01;0,93;0,01;;
16.549;0,94;0,02;0,99;0,64;1,05;2,34;1,03;0,26;0,96;0,01;0,93;0,01;;
16.6;0,94;0,04;0,98;0,64;1,06;2,34;1,04;0,26;0,96;0,01;0,93;0,01;;
16.607;0,94;0,04;0,98;0,56;1,06;2,41;1,04;0,18;0,96;0,01;0,94;0,01;;
16.649;0,94;0,04;0,98;0,56;1,08;2,41;1,04;0,18;0,96;0,01;0,94;0,01;;
16.653;0,94;0,04;0,99;0,56;1,11;2,41;1,04;0,10;0,96;0,01;0,93;0,01;;
16.699;0,94;0,04;0,99;0,48;1,11;2,43;1,04;0,10;0,96;0,01;0,93;0,01;;
16.721;0,94;0,05;0,98;0,48;1,13;2,43;1,05;0,10;0,97;0,01;0,93;0,01;;
16.749;0,94;0,05;0,98;0,42;1,13;2,45;1,05;0,02;0,97;0,01;0,94;0,01;;
16.801;0,94;0,05;0,99;0,42;1,13;2,45;1,05;0,02;0,96;0,01;0,94;0,00;;
16.802;0,95;0,05;0,99;0,36;1,13;2,45;1,05;0,16;0,96;0,00;0,94;0,00;;
16.849;0,94;0,05;0,98;0,36;1,15;2,45;1,04;0,16;0,96;0,00;0,94;0,00;;
16.861;0,94;0,06;0,98;0,36;1,16;2,45;1,04;0,16;0,96;0,01;0,93;0,00;;
16.901;0,95;0,06;0,98;0,33;1,16;2,43;1,04;0,23;0,96;0,01;0,93;0,00;;
16.933;0,95;0,07;0,98;0,33;1,16;2,43;1,01;0,23;0,96;0,01;0,93;0,00;;
16.949;0,95;0,07;0,98;0,31;1,16;2,37;1,01;0,18;0,96;0,01;0,92;0,00;;
17.013;0,95;0,07;0,98;0,31;1,15;2,37;1,01;0,18;0,96;0,01;0,92;0,01;;
17.015;0,95;0,07;0,98;0,31;1,15;2,37;1,01;0,06;0,96;0,01;0,94;0,01;;
17.049;0,95;0,07;0,98;0,32;1,15;2,31;1,01;0,06;0,96;0,01;0,94;0,01;;
17.071;0,95;0,06;0,98;0,32;1,14;2,31;1,01;0,06;0,96;0,01;0,92;0,01;;
17.114;0,95;0,06;0,98;0,31;1,14;2,22;1,01;0,04;0,96;0,01;0,94;0,01;;
17.141;0,95;0,05;0,97;0,31;1,13;2,22;1,01;0,04;0,96;0,01;0,94;0,00;;
17.15;0,95;0,05;0,97;0,31;1,13;2,13;1,01;0,02;0,96;0,00;0,93;0,00;;
17.211;0,95;0,05;0,97;0,31;1,11;2,13;1,02;0,02;0,97;0,00;0,93;0,00;;
17.219;0,95;0,04;0,97;0,31;1,11;2,13;1,02;0,02;0,97;0,01;0,94;0,00;;
17.249;0,95;0,04;0,97;0,32;1,11;2,02;1,02;0,01;0,95;0,01;0,94;0,00;;
17.283;0,95;0,01;1,08;0,32;1,09;2,02;1,02;0,01;0,96;0,01;0,94;0,00;;
17.31;0,95;0,01;0,94;0,32;1,09;1,91;1,02;0,01;0,96;0,00;0,94;0,00;;
17.349;0,95;0,01;0,94;0,35;1,08;1,91;1,02;0,01;0,96;0,00;0,94;0,00;;
17.354;0,95;0,01;0,97;0,35;1,07;1,91;1,02;0,01;0,96;0,01;0,94;0,00;;
17.41;0,95;0,01;0,97;0,35;1,07;1,78;1,02;0,02;0,96;0,01;0,94;0,00;;
17.421;0,95;0,01;0,96;0,35;1,06;1,78;1,03;0,02;0,97;0,01;0,94;0,01;;
17.449;0,95;0,01;0,95;0,35;1,06;1,63;1,03;0,01;0,97;0,01;0,94;0,01;;
17.542;0,95;0,02;0,95;0,34;1,05;1,63;1,03;0,01;0,97;0,01;0,94;0,01;;
17.543;0,95;0,02;0,96;0,34;1,05;1,48;1,03;0,04;0,97;0,00;0,94;0,01;;
17.551;0,95;0,02;0,96;0,34;1,05;1,48;1,02;0,04;0,96;0,00;0,94;0,01;;
17.589;0,95;0,01;0,96;0,34;1,04;1,48;1,02;0,04;0,96;0,00;0,93;0,01;;
17.6;0,96;0,01;0,96;0,31;1,04;1,33;1,02;0,01;0,97;0,00;0,93;0,01;;
17.631;0,96;0,00;0,95;0,31;1,04;1,33;1,01;0,01;0,96;0,00;0,93;0,00;;
17.649;0,95;0,00;0,96;0,31;1,04;1,18;1,01;0,01;0,96;0,00;0,94;0,00;;
17.707;0,95;0,00;0,96;0,31;1,04;1,18;1,02;0,01;0,96;0,00;0,94;0,00;;
17.709;0,95;0,00;0,96;0,31;1,03;1,18;1,05;0,01;0,96;0,00;0,93;0,00;;
17.749;0,95;0,00;0,96;0,26;1,03;1,02;1,05;0,05;0,96;0,00;0,94;0,00;;
17.771;0,95;0,01;0,96;0,26;1,04;1,02;1,05;0,05;0,96;0,00;0,94;0,01;;
17.811;0,95;0,01;0,96;0,26;1,04;0,87;1,05;0,21;0,96;0,00;0,93;0,01;;
17.841;0,95;0,03;0,96;0,26;1,04;0,87;1,05;0,21;0,96;0,00;0,93;0,01;;
17.851;0,96;0,03;0,96;0,21;1,04;0,71;1,05;0,40;0,96;0,01;0,93;0,01;;
17.908;0,96;0,03;0,95;0,21;1,03;0,71;1,03;0,40;0,96;0,01;0,93;0,00;;
17.913;0,96;0,01;0,95;0,21;1,04;0,71;1,03;0,40;0,96;0,00;0,93;0,00;;
17.949;0,96;0,01;0,95;0,21;1,04;0,56;1,03;0,49;0,96;0,00;0,93;0,00;;
17.981;0,96;0,00;0,96;0,21;1,03;0,56;1,01;0,49;0,96;0,00;0,93;0,00;;
18.0;0,95;0,00;0,96;0,18;1,03;0,41;1,01;0,55;0,96;0,00;0,93;0,00;;
18.05;0,95;0,00;0,96;0,18;1,04;0,41;1,01;0,55;0,97;0,00;0,93;0,00;;
18.052;0,95;0,01;0,96;0,18;1,03;0,41;1,02;0,55;0,97;0,01;0,93;0,00;;
18.109;0,95;0,01;0,96;0,18;1,03;0,25;1,02;0,65;0,96;0,01;0,94;0,00;;
18.122;0,95;0,00;0,96;0,15;1,04;0,25;1,01;0,65;0,96;0,01;0,94;0,00;;
18.149;0,95;0,00;0,96;0,15;1,04;0,09;1,01;0,78;0,96;0,00;0,94;0,00;;
18.192;0,95;0,01;0,96;0,15;1,03;0,09;0,99;0,78;0,96;0,00;0,94;0,01;;
18.21;0,95;0,01;0,95;0,15;1,03;0,06;0,99;0,89;0,96;0,01;0,94;0,01;;
18.249;0,95;0,01;0,95;0,15;1,05;0,06;0,98;0,89;0,97;0,01;0,94;0,00;;
18.261;0,95;0,01;0,95;0,09;1,04;0,06;0,97;0,89;0,97;0,01;0,94;0,00;;
18.31;0,95;0,01;0,96;0,09;1,04;0,18;0,97;0,98;0,96;0,01;0,94;0,00;;
18.332;0,95;0,00;0,96;0,02;1,05;0,18;0,95;0,98;0,96;0,01;0,94;0,01;;
18.349;0,95;0,00;0,96;0,02;1,05;0,31;0,95;1,05;0,96;0,01;0,93;0,01;;
18.414;0,95;0,00;0,96;0,04;1,04;0,31;0,95;1,05;0,97;0,01;0,93;0,00;;
18.417;0,95;0,01;0,96;0,04;1,06;0,31;0,93;1,05;0,97;0,01;0,93;0,00;;
18.449;0,95;0,01;0,95;0,04;1,06;0,41;0,93;1,08;0,97;0,01;0,93;0,00;;
18.471;0,95;0,01;0,95;0,05;1,08;0,41;0,94;1,08;0,96;0,01;0,93;0,00;;
18.519;0,95;0,01;0,95;0,05;1,08;0,44;0,94;1,08;0,96;0,00;0,93;0,00;;
18.541;0,95;0,01;0,95;0,04;1,12;0,44;0,92;1,08;0,96;0,00;0,93;0,00;;
18.549;0,95;0,01;0,95;0,04;1,12;0,32;0,92;1,08;0,96;0,01;0,93;0,00;;
18.619;0,95;0,01;0,95;0,04;1,17;0,32;0,92;1,01;0,96;0,01;0,93;0,00;;
18.621;0,95;0,01;0,95;0,01;1,17;0,32;0,92;1,01;0,96;0,01;0,93;0,00;;
18.649;0,94;0,01;0,95;0,01;1,17;0,10;0,92;0,87;0,96;0,01;0,94;0,00;;
18.681;0,94;0,01;0,95;0,01;1,15;0,10;0,94;0,87;0,96;0,01;0,94;0,01;;
18.701;0,95;0,01;0,95;0,01;1,15;0,08;0,94;0,87;0,96;0,01;0,94;0,01;;
18.749;0,95;0,01;0,95;0,02;1,16;0,08;0,94;0,65;0,96;0,01;0,94;0,00;;
18.752;0,95;0,00;0,95;0,02;1,20;0,08;0,95;0,65;0,96;0,00;0,93;0,00;;
18.799;0,95;0,00;0,95;0,02;1,20;0,32;0,95;0,39;0,97;0,00;0,93;0,00;;
18.827;0,95;0,02;0,95;0,01;1,19;0,32;0,95;0,39;0,96;0,00;0,93;0,00;;
18.849;0,96;0,02;0,95;0,01;1,19;0,63;0,95;0,14;0,96;0,00;0,94;0,00;;
18.891;0,96;0,01;0,95;0,04;1,16;0,63;0,95;0,14;0,96;0,00;0,94;0,00;;
18.901;0,96;0,01;0,95;0,04;1,16;0,85;0,95;0,14;0,96;0,00;0,94;0,00;;
18.951;0,96;0,01;0,96;0,04;1,13;0,85;0,95;0,11;0,96;0,00;0,94;0,00;;
18.961;0,96;0,01;0,96;0,02;1,13;0,85;0,95;0,11;0,96;0,00;0,93;0,00;;
18.999;0,95;0,01;0,96;0,02;1,13;1,02;0,95;0,31;0,97;0,00;0,94;0,00;;
19.05;0,95;0,01;0,96;0,01;1,13;1,02;0,94;0,31;0,97;0,00;0,94;0,01;;
19.054;0,95;0,01;0,96;0,01;1,13;1,22;0,93;0,31;0,97;0,01;0,94;0,01;;
19.099;0,96;0,01;0,96;0,01;1,12;1,22;0,93;0,44;0,97;0,01;0,94;0,01;;
19.103;0,96;0,01;0,96;0,01;1,09;1,22;0,92;0,44;0,97;0,01;0,93;0,01;;
19.151;0,96;0,01;0,95;0,01;1,09;1,38;0,92;0,50;0,96;0,01;0,93;0,01;;
19.171;0,96;0,01;0,95;0,01;1,07;1,38;0,94;0,50;0,96;0,01;0,93;0,00;;
19.199;0,96;0,01;0,96;0,01;1,07;1,50;0,94;0,50;0,96;0,00;0,94;0,00;;
19.251;0,96;0,01;0,96;0,00;1,04;1,50;0,91;0,50;0,96;0,00;0,94;0,00;;
19.253;0,95;0,01;0,96;0,00;1,04;1,57;0,94;0,50;0,96;0,00;0,93;0,00;;
19.299;0,95;0,01;0,96;0,00;1,03;1,57;0,94;0,47;0,96;0,00;0,93;0,00;;
19.311;0,95;0,01;0,96;0,01;1,01;1,57;0,93;0,47;0,96;0,00;0,93;0,00;;
19.353;0,95;0,01;0,96;0,01;1,01;1,59;0,93;0,43;0,96;0,00;0,93;0,00;;
19.381;0,95;0,00;0,96;0,01;0,99;1,59;0,95;0,43;0,96;0,00;0,93;0,01;;
19.4;0,96;0,00;0,95;0,01;0,99;1,60;0,94;0,43;0,96;0,01;0,94;0,01;;
19.453;0,96;0,01;0,95;0,01;0,98;1,60;0,94;0,34;0,96;0,01;0,94;0,01;;
19.455;0,94;0,01;0,96;0,01;0,95;1,60;0,94;0,34;0,96;0,01;0,92;0,01;;
19.499;0,95;0,01;0,96;0,01;0,95;1,56;0,94;0,24;0,96;0,01;0,94;0,01;;
19.521;0,95;0,01;0,96;0,04;0,96;1,56;0,95;0,24;0,97;0,01;0,94;0,01;;
19.551;0,95;0,01;0,96;0,04;0,96;1,49;0,95;0,13;0,97;0,00;0,93;0,01;;
19.591;0,95;0,01;0,96;0,06;0,95;1,49;0,96;0,13;0,96;0,00;0,93;0,00;;
19.599;0,95;0,01;0,95;0,06;0,95;1,43;0,96;0,13;0,96;0,00;0,94;0,00;;
19.649;0,96;0,01;0,95;0,06;0,94;1,43;0,96;0,06;0,96;0,00;0,94;0,00;;
19.661;0,96;0,01;0,95;0,05;0,94;1,43;0,94;0,06;0,96;0,01;0,94;0,00;;
19.699;0,95;0,01;0,96;0,05;0,94;1,33;0,94;0,05;0,96;0,01;0,94;0,00;;
19.751;0,95;0,01;0,96;0,03;0,94;1,33;0,95;0,05;0,96;0,01;0,94;0,00;;
19.757;0,95;0,01;0,96;0,03;0,94;1,18;0,95;0,05;0,96;0,00;0,93;0,00;;
19.8;0,95;0,01;0,96;0,01;0,93;1,18;0,95;0,03;0,96;0,00;0,93;0,00;;
19.802;0,95;0,01;0,96;0,01;0,94;1,18;0,94;0,03;0,96;0,00;0,93;0,00;;
19.849;0,95;0,01;0,96;0,01;0,94;1,01;0,94;0,03;0,97;0,00;0,94;0,00;;
19.871;0,95;0,01;0,96;0,05;0,95;1,01;0,96;0,03;0,96;0,00;0,94;0,00;;
19.899;0,95;0,01;0,96;0,05;0,95;0,79;0,96;0,01;0,96;0,01;0,94;0,00;;
19.952;0,95;0,01;0,96;0,03;0,96;0,79;0,96;0,01;0,96;0,01;0,94;0,01;;
19.96;0,95;0,01;0,96;0,03;0,96;0,55;0,96;0,01;0,96;0,01;0,93;0,01;;
19.999;0,95;0,01;0,96;0,03;0,95;0,55;0,96;0,05;0,96;0,01;0,93;0,00;;
20.011;0,95;0,01;0,96;0,02;0,95;0,55;0,96;0,05;0,96;0,00;0,94;0,00;;
20.051;0,95;0,01;0,96;0,02;0,95;0,32;0,96;0,06;0,96;0,00;0,94;0,00;;
20.081;0,95;0,01;0,96;0,03;0,96;0,32;0,96;0,06;0,97;0,00;0,94;0,00;;
20.099;0,96;0,01;0,95;0,03;0,96;0,09;0,95;0,06;0,97;0,00;0,94;0,00;;
20.149;0,95;0,01;0,95;0,02;0,95;0,09;0,95;0,07;0,97;0,00;0,94;0,01;;
20.153;0,95;0,00;0,96;0,02;0,95;0,09;0,96;0,07;0,97;0,01;0,93;0,01;;
20.199;0,95;0,00;0,96;0,02;0,95;0,09;0,96;0,06;0,96;0,01;0,94;0,01;;
20.221;0,95;0,00;0,96;0,02;0,95;0,09;0,95;0,06;0,96;0,01;0,94;0,00;;
20.25;0,95;0,00;0,95;0,02;0,95;0,15;0,95;0,04;0,96;0,00;0,94;0,00;;
20.291;0,95;0,00;0,95;0,01;0,95;0,15;0,96;0,04;0,96;0,00;0,94;0,01;;
20.3;0,95;0,00;0,95;0,01;0,95;0,15;0,95;0,04;0,96;0,01;0,94;0,01;;
20.351;0,95;0,00;0,96;0,01;0,95;0,14;0,95;0,00;0,96;0,01;0,94;0,00;;
20.361;0,95;0,00;0,96;0,01;0,94;0,14;0,96;0,00;0,96;0,01;0,94;0,00;;
